timestamp,site_id,main_point_forecast_kw,peak_sensitive_point_forecast_kw,upper_forecast_kw,hybrid_signal_kw,capacity_scenario,strategy,scheduled_load_kw,site_capacity_kw,capacity_violation_kw,scheduled_load_kw_synthetic_empirical,scheduled_load_kw_real
2020-11-10 15:00:00+00:00,Arroyo_Garage_01,99.84316180009267,99.84316180009267,121.05957422691787,114.69465049887032,capacity_p95,uncontrolled,119.6001576186549,107.10902303058705,12.491134588067851,119.6001576186549,
2020-11-10 16:00:00+00:00,Arroyo_Garage_01,95.37068712192897,95.37068712192897,116.58709954875415,110.2221758207066,capacity_p95,uncontrolled,181.24409371562157,107.10902303058705,74.13507068503452,181.24409371562157,
2020-11-10 17:00:00+00:00,Arroyo_Garage_01,97.50980439824914,97.50980439824914,118.72621682507436,112.36129309702679,capacity_p95,uncontrolled,119.1291157553187,107.10902303058705,12.02009272473164,119.1291157553187,
2020-11-11 15:00:00+00:00,Arroyo_Garage_01,87.60661282495495,87.60661282495495,108.82302525178017,102.4581015237326,capacity_p95,uncontrolled,200.27224045848268,107.10902303058705,93.16321742789563,200.27224045848268,
2020-11-11 16:00:00+00:00,Arroyo_Garage_01,92.55787544788691,92.55787544788691,113.77428787471212,107.40936414666456,capacity_p95,uncontrolled,201.2820159422906,107.10902303058705,94.17299291170355,201.2820159422906,
2020-11-12 15:00:00+00:00,Arroyo_Garage_01,108.90923162132292,108.90923162132292,130.12564404814813,123.76072032010056,capacity_p95,uncontrolled,202.8263047618328,107.10902303058705,95.71728173124575,202.8263047618328,
2020-11-12 16:00:00+00:00,Arroyo_Garage_01,99.73606116314754,99.73606116314754,120.95247358997274,114.58754986192517,capacity_p95,uncontrolled,191.09306877101625,107.10902303058705,83.9840457404292,191.09306877101625,
2020-11-14 19:00:00+00:00,Arroyo_Garage_01,22.865506222757503,22.865506222757503,44.081918649582704,37.71699492153514,capacity_p95,uncontrolled,116.19102968036526,107.10902303058705,9.082006649778208,116.19102968036526,
2020-11-15 00:00:00+00:00,Arroyo_Garage_01,0.4369145761062454,0.4369145761062454,21.65332700293145,15.288403274883889,capacity_p95,uncontrolled,118.1487046450241,107.10902303058705,11.039681614437043,118.1487046450241,
2020-11-15 01:00:00+00:00,Arroyo_Garage_01,0.0036409394627184,0.0036409394627184,21.220053366287924,14.855129638240362,capacity_p95,uncontrolled,108.88544299269603,107.10902303058705,1.7764199621089745,108.88544299269603,
2020-11-16 15:00:00+00:00,Arroyo_Garage_01,89.14598539545342,89.14598539545342,110.36239782227862,103.99747409423107,capacity_p95,uncontrolled,158.95474486149683,107.10902303058705,51.84572183090978,158.95474486149683,
2020-11-16 16:00:00+00:00,Arroyo_Garage_01,93.93350264963962,93.93350264963962,115.14991507646482,108.78499134841725,capacity_p95,uncontrolled,132.0567879526692,107.10902303058705,24.947764922082143,132.0567879526692,
2020-11-17 15:00:00+00:00,Arroyo_Garage_01,90.2084654573265,90.2084654573265,111.4248778841517,105.05995415610413,capacity_p95,uncontrolled,173.80358846987804,107.10902303058705,66.69456543929098,173.80358846987804,
2020-11-18 16:00:00+00:00,Arroyo_Garage_01,80.58841732515012,80.58841732515012,101.80482975197532,95.43990602392775,capacity_p95,uncontrolled,146.36300240628813,107.10902303058705,39.25397937570108,146.36300240628813,
